id,Espécie,Nome Popular,Sinonímia,Gênero,Família,Bioma,Formação Vegetal,Fitofisionomias,Presença nos estados,Período de coleta de sementes,Beneficiamento de sementes,Porcentagem de germinação,Substrato da muda,Desenvolvimento da muda no viveiro,Número de sementes/kg,Armazenamento,Semeadura,Nível de sombreamento da muda no viveiro,Tolerância a Sombra,Estratégia ecológica de ocupação,Desenvolvimento da muda no campo,Recomendação de adubação no plantio no campo,Porte da planta,Período de floração,Período de frutificação,Uso Econômico,Caducifolia,Polinização,Dispersão
492,Myrcia tomentosa,Goiaba-brava|Goiabeira,Eugenia tomentosa|Aulomyrcia alloiota|Aulomyrcia aureolanata|Aulomyrcia capivarhyensis|Aulomyrcia confusa|Aulomyrcia curatellifolia|Aulomyrcia hirtiflora|Aulomyrcia lancea|Aulomyrcia lanuginosa|Aulomyrcia leucantha|Aulomyrcia longipes|Aulomyrcia micrantha|Aulomyrcia ottonis|Aulomyrcia piauhiensis|Aulomyrcia prunifolia|Aulomyrcia puberula|Aulomyrcia rosulans|Aulomyrcia spathulata|Calyptromyrcia puberula|Calyptromyrcia venosa|Myrcia alloiota|Myrcia capivarhyensis|Myrcia curatellifolia|Myrcia floribunda|Myrcia lancea|Myrcia lanuginosa|Myrcia leucantha|Myrcia longipes|Myrcia marahanensis|Myrcia membranacea|Myrcia piahuiensis|Myrcia pilosa|Myrcia prunifolia|Myrcia puberula|Myrcia rhodeosepala|Myrcia rosulans|Myrcia venosa|Myrcia verruculata|Myrtus aubletii|Aulomyrcia tomentosa|Cumetea tomentosa,Myrcia,Myrtaceae,cerrado|pantanal,florestal|savanica,cerrado tipico|cerradao|mata semidecidua|mata de galeria,al|am|ba|ce|es|go|ma|mg|ms|mt|pa|pb|pe|pi|pr|rj|se|sp,cerrado: (out-jan); pantanal: (nov-dez),"Colher os frutos diretamente na árvore quando apresentarem coloração roxa. Depois, despolpar manualmente em água corrente com auxílio de peneira com malha apropriada com cuidado para não danificar as sementes, que são frágeis.",3.0,t3,1.0,3.7,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,2.0,3.0,1.0,recobrimento,1.0,p3,arvore,cerrado: (jul-nov); pantanal: (set-out),cerrado: (out-jan); pantanal: (nov-dez),alimenticio|forrageiro|madeireiro|ornamental,1.0,abelhas,zoocoria
493,Myrocarpus frondosus,Cabreúna|Cabreúva|Sapuvão,,Myrocarpus,Fabaceae,mata atlantica|pampa,florestal,floresta estacional|floresta estacional decidual|floresta estacional semidecidual|floresta ombrofila densa|floresta ombrofila mista|mata ciliar,ba|es|mg|pr|rj|rs|se|sp,mata atlantica: (nov-dez),Colher os frutos quando iniciarem a queda espontânea. Os frutos podem ser utilizados diretamente na semeadura.,3.0,ga,1.0,5.1,Sugerimos condições padrão para sementes com tolerância à dessecação: câmara seca (U.R. 20%) e fria (entre 12°C e 18°C),2.0,,2.0,diversidade,0.0,,arvore,mata atlantica: (set-out); pampa: (out-nov),mata atlantica: (dez-nov); pampa: (dez-fev),condimento|latex|madeireiro|medicinal|oleaginoso|resina|tanifero,1.0,abelhas,anemocoria
494,Myroxylon peruiferum,Óleo-de-bálsamo|Bálsamo|Cabreúva-vermelha|Pau-de-incenso|Caboreíba-vermelha|Caboriba|Pau-de-bálsamo|Pau-vermelho|Puá|Bálsamo-caboriba|Cabreúva|Óleo-vermelho|Óleo-cabreúva|Sangue-de-gato|Quina-quina,,Myroxylon,Fabaceae,cerrado,florestal,mata de galeria,ba|ce|df|es|go|mg|ms|mt|pb|pr|rj|sp,cerrado: (out-dez),Colher os frutos diretamente da árvore quando estes estiverem com coloração palha. Os frutos obtidos podem ser diretamente utilizados para a semeadura. Importante cortar as partes aladas dos frutos.,3.0,t3,1.0,1.8,De um a dois anos em câmara fria.,2.0,1.0,2.0,diversidade,1.0,p3,arvore,cerrado: (jul-set),cerrado: (out-dez),cosmetico|madeireiro|ornamental,1.0,abelhas,anemocoria
495,Myrrhinium atropurpureum,Pau-ferro,Felicianea rubriflora|Myrrhinium lanceolatum|Myrrhinium loranthoides|Myrrhinium octandrum|Myrrhinium peruvianum|Myrrhinium rubriflorum|Myrrhinium salicinum|Myrrhinium sarcopetalum|Tetrastemon loranthoides,Myrrhinium,Myrtaceae,pampa,florestal|savanica,floresta estacional|mata ciliar|restinga|vegetacao savanoide,es|pr|rj|rs|sc|sp,,Colher os frutos diretamente da árvore quando maduros ou no chão. Deixar secar ao sol.,2.0,,0.0,67.5,,1.0,,2.0,diversidade,0.0,,arvore,all: (ago-set),all: (fev-mar),alimenticio|latex|madeireiro|oleaginoso,0.0,insetos,zoocoria
496,Myrsine coriacea,Capororoca|Uvinha|Cipó-ponte|Costela-de-vaca|Em SP: Azeitona-brava|Capororoca-mirim E Capororoca-branca|Em SP|MG E RJ: Azeitona-do-mato|RJ: Azeitoneira|MG: Camará|Canela-azeitona E Maria-preta|PR: Capororoca-açu|Capororoca-mirim E Pororoca-branca|RS: Capororoquinha|Capororoca-miúda,Myrsine capororoca|Myrsine flocculosa|Myrsine paulensis|Myrsine villicaulis|Rapanea ferruginea|Rapanea paulensis|Rapanea schwackeana|Rapanea villicaulis,Myrsine,Primulaceae,mata atlantica|pampa,florestal|savanica,floresta estacional|floresta estacional semidecidual|floresta ombrofila densa|floresta ombrofila mista|mata ciliar|restinga|restinga arborea/arbustiva|vegetacao savanoide,ba|df|es|go|mg|ms|mt|pb|pr|rj|se|sp,mata atlantica: (nov-mar),"Os frutos devem ser coletados diretamente da árvore, quando apresentarem coloração escura. E em seguida, os frutos devem ser colocados em uma peneira para serem lavados em água corrente e despolpados. Depois desse procedimento, as sementes deverão ser deixadas em local sombreado e ventilado para a secagem, e em seguida, deverão ser mergulhadas em uma mistura contendo 400 ml de água sanitária para 600 ml de água durante 3 minutos para esterelização.",3.0,t3,1.0,43.75,Tempo indeterminado em câmara fria.,2.0,3.0,0.0,recobrimento,1.0,p3,arvore,mata atlantica: (ago-out); pampa: (jul-out),mata atlantica: (ago-out); pampa: (out-dez),madeireiro|medicinal|oleaginoso|ornamental,0.0,abelhas|moscas,zoocoria
497,Myrsine guianensis,Copororoca|Pororoca|Em MS E RS: Capororoca|Na BA: Capororoca-comum E Tapiroroca|No CE: Cajueiro-bravo|No DF: Cafezinho|Em GO: Jacaré|Em MG: Capororoca|Capiroroca E Pororoca|Em SP: Capororoca|Capororoca-do-cerrado|Carne-de-vaca E Mangue.,Myrsine maritima|Myrsine rapanea|Myrsine rapanea|Myrsine rapanea|Rapanea glaucorubens|Rapanea oblonga|Pohl ex|Rapanea guianensis,Myrsine,Primulaceae,cerrado|pampa|pantanal,campestre|florestal|savanica,campo sujo|campo de altitude (morraria)|cerrado rupestre|cerrado tipico|cerradao|floresta estacional|mata ciliar|restinga|vegetacao savanoide|vereda,al|am|ap|ba|ce|df|es|go|mg|ms|pa|pb|pe|pr|rj|rn|rr|rs|sc|se|sp,cerrado: (nov-jan); pantanal: (nov-jan),"Os frutos devem ser coletados diretamente da árvore, quando apresentarem coloração escura. E em seguida, os frutos devem ser colocados em uma peneira para serem lavados em água corrente e despolpados. Depois desse procedimento, as sementes deverão ser deixadas em local sombreado e ventilado para a secagem, e em seguida, deverão ser mergulhadas em uma mistura contendo 400 ml de água sanitária para 600 ml de água durante 3 minutos para esterelização.",3.0,t3,1.0,59.5,Tempo indeterminado em câmara fria.,2.0,3.0,2.0,recobrimento,1.0,p3,arvore,cerrado: (set-out); pantanal: (set-out); pampa: (mar-out),cerrado: (nov-jan); pantanal: (nov-jan); pampa:,,1.0,abelhas|moscas,zoocoria
498,Myrsine laetevirens,Capororoca,Rapanea laetevirens,Myrsine,Primulaceae,pampa,florestal,floresta estacional|mata ciliar|restinga,pr|rs|sc,,"Colher os frutos diretamente das árvores quando estiverem maduro, cortando os ramos. Deixar os frutos secar a sombra. Não é necessário despolpar. Escarificar as sementes com lixa.",,,,,,,,0.0,recobrimento,,,arvore,,,,,vento,zoocoria
499,Myrsine parvula,Capororoca|Capororoca-vermelha,Myrsine lorentziana|Rapanea lorentziana|Rapanea megapotamica|Rapanea parvula,Myrsine,Primulaceae,pampa,florestal|savanica,floresta estacional|mata ciliar|restinga|vegetacao savanoide,es|mg|pr|rj|rs|sc|sp,,"Colher os frutos diretamente das árvores quando estiverem maduro, cortando os ramos. Deixar os frutos secar a sombra. Não é necessário despolpar. Escarificar as sementes com lixa.",,,,,ortodoxo,,,0.0,recobrimento,,,arvore,,,,,vento,zoocoria
500,Myrsine umbellata,Capororoca-verdadeira|Caporoca|Caporocão|Capororoca-branca|Pororoca-da-mata|Capororoca-da-graúda|Capororoca-da-preta|Capororocão|Capororoca-vermelha|Peroba-d’água|Pororoca|Capororoca|Azeitona-brava|Mangue,Myrsine daphnites|Myrsine glauca|Myrsine glomeriflora|Myrsine martiana|Myrsine nereifolia|Myrsine rapanea|Myrsine rapanea|Myrsine umbellata|Myrsine umbellata|Myrsine umbrosa|Rapanea acuminata|Rapanea glomeriflora|Rapanea umbrosa|Myrsine umbellata|Rapanea umbellata,Myrsine,Primulaceae,cerrado,florestal,mata ciliar|mata seca|mata de galeria,ac|am|ap|ba|ce|df|es|go|mg|ms|mt|pa|pe|pr|rj|rn|ro|rs|sc|se|sp,cerrado: (abr-out),"Os frutos devem ser coletados diretamente da árvore, quando apresentarem coloração escura. E em seguida, os frutos devem ser colocados em uma peneira para serem lavados em água corrente e despolpados. Dpois desse procedimento, as sementes deverão ser deixadas em local sombreado e ventilado para a secagem, e em seguida, deverão ser mergulhadas em uma mistura contendo 400 ml de água sanitária para 600 ml de água durante 3 minutos para esterelização.",2.0,t3,1.0,48.7,Tempo indeterminado em câmara fria.,1.0,1.0,2.0,recobrimento,1.0,p3,arvore,cerrado: (dez-jan),cerrado: (jun-jul),cortica|forrageiro|madeireiro|medicinal|melifero,0.0,abelhas|moscas,zoocoria
501,Nectandra cuspidata,Canelão-seboso|Louro-preto,,Nectandra,Lauraceae,amazonia,florestal,mata de varzea|terra firme,ac|am|ba|ce|go|ma|mt|pa|pe|pr|rr|sp|to,all: (jul-out),Colher os frutos diretamente na árvore quando maduros. Deixar os frutos durante alguns dias em saco plástico para decomposição parcial da polpa e despolpar com o auxilio de água corrente e peneira para obtenção das sementes.,,s1,,,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,1.0,1.0,2.0,diversidade,,s01,arvore,all: (fev-mar) (ago-set),all: (jul-out),,0.0,abelhas,zoocoria
502,Nectandra lanceolata,Canela-branca|Canela-amarela,,Nectandra,Lauraceae,mata atlantica,florestal,floresta estacional semidecidual|floresta ombrofila densa|floresta ombrofila mista,go|mg|ms|pr|rj|rs|se|sp,mata atlantica: (jan-mar),Deixá-los amontoados alguns dias e proceder com o despolpamento em água corrente; em seguida deixá-los secar à sombra.,2.0,ga,0.0,0.98,Não deve-se armazenar devido ao seu comportamento recalcitrante.,1.0,1.0,2.0,diversidade,,,arvore,mata atlantica: (set-dez),mata atlantica: (dez-jan),latex,1.0,abelhas,zoocoria
503,Nectandra leucantha,Canela-branca|Canela-amarela,,Nectandra,Lauraceae,mata atlantica,florestal,floresta ombrofila densa,mg|pr|rj|se|sp,mata atlantica: <sp (out-mar)><rj (jan-jan)><pr (jan-mar)><rs (jan-mar)><mg (mar-mar)><es (mar-abr)>,"A semente é extraída do fruto por maceração, após permanência em água. Depois de retirada da polpa, a semente deve ser seca em ambiente ventilado.",3.0,ga,0.0,1.8,Não deve-se armazenar devido ao seu comportamento recalcitrante.,2.0,1.0,1.0,diversidade,,,arvore,mata atlantica: <rj (ago-ago)><sp (ago-out)><pr (set-dez)><rs (out-jan)>,mata atlantica: <sp (out-out)><rj (jan-jan)><mg (mar-mar)>,madeireiro|oleaginoso,0.0,abelhas,zoocoria
504,Nectandra megapotamica,Canela-batalha|Canelinha-branca|Canela-preta|Canela-amarela|Canela-merda|Canelinha|Canela-imbuia|Canela-preta|Canela-ferrugem|Canela-louro,,Nectandra,Lauraceae,mata atlantica|pampa,florestal,floresta estacional|floresta estacional semidecidual|floresta ombrofila densa|floresta ombrofila mista|mata ciliar|restinga,mg|ms|pr|rj|rs|se|sp,mata atlantica: (nov-jan),Despolpá-los em água corrente; em seguida deixá-los secar à sombra.,4.0,ga,0.0,2.45,Não deve-se armazenar devido ao seu comportamento recalcitrante.,2.0,1.0,1.0,diversidade,0.0,,arvore,mata atlantica: (jun-set); pampa: (ago-set),mata atlantica: (mai-dez); pampa: (mar-mai),latex|madeireiro|medicinal|oleaginoso|ornamental,0.0,abelhas,zoocoria
505,Nectandra membranacea,Canela-loura|Canela-pinha,Nectandra bondarii|Nectandra leucothyrsus|Nectandra laevis,Nectandra,Lauraceae,mata atlantica,florestal,floresta estacional semidecidual|floresta ombrofila densa|floresta ombrofila mista,ac|ba|es|go|mg|pr|rj|ro|se|sp|to,mata atlantica: (jun-ago),Colher os frutos quando iniciarem queda espontânea. Em seguida deixá-los amontoados em saco plástico até a decomposição parcial da polpa para facilitar a remoção da semente através da lavagem.,3.0,ga,1.0,1.3,Não deve-se armazenar devido ao seu comportamento recalcitrante.,2.0,1.0,0.0,diversidade,,,arvore,mata atlantica: (jan-mar),mata atlantica: (mar-jun),latex|oleaginoso,0.0,abelhas,zoocoria
506,Nectandra oppositifolia,Canela-amarela,Nectandra labouriaviana,Nectandra,Lauraceae,mata atlantica,florestal|savanica,floresta estacional semidecidual|floresta ombrofila densa|restinga arborea/arbustiva,ba|ce|es|mg|pr|rj|rs|se|sp,mata atlantica: (jul-nov),Despolpá-los em água corrente; em seguida deixá-los secar à sombra.,,ga,,1.3,Não deve-se armazenar devido ao seu comportamento recalcitrante.,1.0,1.0,1.0,diversidade,,,arvore,mata atlantica: (jan-mai),mata atlantica: (mar-jul),latex,0.0,abelhas,zoocoria
507,Ochroma pyramidale,Pau-de-balsa|Algodão Bravo|Algodoeiro,Ochroma lagopus,Ochroma,Malvaceae,amazonia,florestal,terra firme,ac|am|pa,all: (set-out),Colher os frutos diretamene na árvore quando começarem a secar e expor a paina. Deixar secar ao sol para completar a abertura. As plumas podem ser removidas manulamente ou com fogo para facilitar a obtenção das sementes.,4.0,s1,2.0,142.0,Tempo indeterminado em câmara fria.,1.0,3.0,0.0,recobrimento,2.0,s01,arvore,all: (mai-ago),all: (set-out),artesanal|madeireiro,0.0,morcegos|marsupiais,anemocoria
508,Ocotea acutifolia,Canela,,Ocotea,Lauraceae,pampa,florestal,floresta estacional|mata ciliar,mg|ms|pr|rs|sc,,colher direto da árvore quando iniciar a queda espontânea. Secar a sombra. Escarificação ácida (ácido sulfúrico) por 5  minutos. Pode ser propagada por estacas caulinares de ramos finos.,,,,,,,,,diversidade,,,arvore,,,,,insetos,zoocoria
509,Ocotea canaliculata,Louro-preto-abacate|Louro-pimenta,Ocotea bracteosa,Ocotea,Lauraceae,amazonia,florestal|savanica,restinga|savana|terra firme,al|am|ap|ba|go|pa|pb|pe|pi|rr|se|to,all: (set-nov),Colher os frutos diretamente na árvore quando maduros. Deixar os frutos durante alguns dias em saco plástico para decomposição parcial da polpa e despolpar com o auxilio de água corrente e peneira para obtenção das sementes.,,s1,,,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,1.0,1.0,2.0,diversidade,,s01,arvore,all: (jan-mar),all: (ago-nov),,0.0,abelhas,zoocoria
510,Ocotea odorifera,Canela-sassafrás-de-folha-grande|Canela Cheirosa|Canela Funcho|Canela Parda|Canela Sassafrás|Casca Preciosa|Sassafrás|Sassafrás-amarelo|Sassafrás-preto|Sassafrás-rajado|Sassafrazinho|Louro-cheiroso,Ocotea pretiosa,Ocotea,Lauraceae,cerrado,florestal,mata de galeria,ba|es|mg|pa|pe|pr|rj|rs|sc|sp,cerrado: (dez-mar); mata atlantica: (abr-jun),"Colher os frutos diretamente da árvore, após obterem coloração escura. A polpa deve ser removida fazendo-se maceração em peneira para a retirada das sementes. Os frutos também podem ser utilizados diretamente na semeadura como se fossem sementes.",3.0,t3,0.0,4.5,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,1.0,1.0,2.0,diversidade,0.0,p3,arvore,cerrado: (ago-dez); mata atlantica: (ago-set) (ago-dez),cerrado: (mai-jun); mata atlantica: (mar-abr) (mai-jun),artesanal|forrageiro|madeireiro|medicinal|oleaginoso|ornamental,0.0,abelhas|vespas,zoocoria
511,Ocotea puberula,Imbuia|Guaicá|Canela-sebo (PR|SC|SP)|Canela (RS)|Amansa-besta|Louro-pimenta|Louro-vermelho (BA)|Canela-amarela (PR|SP)|Canela-babosa|Canela-branca|Canela-de-corvo|Canela-pinho|Canelao|Guaicazeiro|Guaitaveiro (PR)|Canela-guaiaca|Canela-guaica (SC)|Canela-parda (SC|PR|SP),,Ocotea,Lauraceae,mata atlantica|pampa,florestal|savanica,floresta estacional|floresta estacional decidual|floresta ombrofila densa|floresta ombrofila mista|mata ciliar|restinga arborea/arbustiva|vegetacao savanoide,ac|al|am|ap|ba|ce|es|go|mg|pa|pr|rj|rs|se|sp|to,mata atlantica: (nov-dez),"Após queda espontânea, deixá-los secar à sombra; não há necessidade de despolpar os frutos, utilizando-os dessa forma para semeadura.",3.0,ga,0.0,3.0,Não deve-se armazenar devido ao seu comportamento recalcitrante.,2.0,1.0,2.0,diversidade,1.0,,arvore,mata atlantica: (jul-ago); pampa: (jul-ago),mata atlantica: (set-dez); pampa: (nov-dez),madeireiro|oleaginoso|ornamental|resina,1.0,abelhas,zoocoria
512,Ocotea pulchella,Louro|Louro-abacate|Canela-guaicá|Canela|Canela-pinha|Canela-lajeana,,Ocotea,Lauraceae,mata atlantica|pampa,campestre|florestal,campos rupestres|floresta estacional|floresta estacional semidecidual|mata ciliar|restinga,df|es|go|mg|pr|rj|rs|se|sp|to,mata atlantica: <pr (mar-mai)><rs (abr-jul)><sp (jun-jan)><mg (ago-out)>,"Após queda espontânea, deixá-los secar à sombra; não há necessidade de despolpar os frutos, utilizando-os dessa forma para semeadura.",3.0,ga,0.0,3.0,Não deve-se armazenar devido ao seu comportamento recalcitrante.,2.0,1.0,1.0,diversidade,1.0,,arvore,mata atlantica: (nov-jan); pampa: (nov-jan),mata atlantica: (mai-jul); pampa: (mai-jul),madeireiro|medicinal|oleaginoso|ornamental,1.0,abelhas,zoocoria
513,Ocotea spixiana,Canela|Louro|Canela-branca|Cabelão,,Ocotea,Lauraceae,cerrado,florestal,cerradao|mata de galeria,ba|df|mg|ms|to,cerrado: (set-out),"Colher os frutos diretamente da árvore, após obterem coloração escura. A polpa deve ser removida fazendo-se maceração em peneira para a retirada das sementes. Os frutos também podem ser utilizados diretamente na semeadura como se fossem sementes.",2.0,t3,1.0,1.65,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,1.0,1.0,2.0,diversidade,1.0,p3,arvore,cerrado: (mar-jul),cerrado: (ago-dez),artesanal|forrageiro|madeireiro|ornamental,1.0,abelhas|vespas,zoocoria
514,Oenocarpus bacaba,Bacaba,Jessenia bacaba,Oenocarpus,Arecaceae,amazonia,florestal,mata ciliar|mata de varzea|terra firme,ac|am|ap|ma|mt|pa|ro|to,all: (dez-abr),Colher o cacho diretamente da planta quando iniciar a queda expontânea dos frutos. Extrair manualmente a poupa em peneira com auxilio de água corrente. As sementes apresentam dormência.,2.0,s1,1.0,0.49,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,2.0,3.0,1.0,diversidade,1.0,s01,palmeira,all: (jun-ago),all: (dez-abr),alimenticio|artesanal|oleaginoso|ornamental,0.0,besouros,zoocoria
515,Oenocarpus bataua,Patauá,Jessenia bataua,Oenocarpus,Arecaceae,amazonia,florestal,mata de varzea|terra firme,ac|am|pa|ro,all: (set-nov),Colher o cacho diretamente da planta quando iniciar a queda expontânea dos frutos. Extrair manualmente a poupa em peneira com auxilio de água corrente.,2.0,s1,1.0,0.24,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,2.0,3.0,1.0,diversidade,1.0,s01,palmeira,all: (mar-jun),all: (set-nov),alimenticio,0.0,abelhas|besouros,zoocoria
516,Oenocarpus minor,Bacabinha,Oenocarpus minor,Oenocarpus,Arecaceae,amazonia,florestal|savanica,campinarana|mata ciliar|mata de varzea|terra firme,am|pa|ro,all: (set-nov),Colher o cacho diretamente da planta quando iniciar a queda expontânea dos frutos. Extrair manualmente a poupa em peneira com auxilio de água corrente.,2.0,s1,1.0,0.39,Semente recalcitrante. Pouco tempo de armazenamento em câmara fria.,2.0,3.0,1.0,diversidade,1.0,s01,palmeira,all: (mar-jun),all: (set-nov),alimenticio,0.0,abelhas|besouros,zoocoria
517,Ormosia arborea,Coronheira|Tento|Tento-macanaíba|Olho-de-cabra|Pau-ripa|Tento-grande|Pau-santo-inácio|Arvoeiro|Olho-de-boi|Angelim-ripa|Coronha,,Ormosia,Fabaceae,cerrado|mata atlantica,florestal,cerradao|floresta ombrofila densa|mata ciliar|mata de galeria,ba|es|go|mg|ms|mt|pa|pr|rj|rs|sc|sp,cerrado: (jan-fev); mata atlantica: (set-out),"Colher os frutos diretamente da árvore quando iniciarem a abertura espontanea. Em seguida os frutos devem ser levados ao sol para completar a abertura e liberação das sementes. As sementes que se separarem naturalmente do fruto, podem ser recolhidas diretamente do solo. Escarificar as sementes e semeá-las em canteiros ou diretamente em recipientes individuais.",3.0,t3,0.0,1.2,Tempo indeterminado em câmara fria.,2.0,1.0,1.0,diversidade,0.0,p3,arvore,cerrado: (out-nov); mata atlantica: (out-nov),cerrado: (out-out); mata atlantica: (abr-jan) (out,artesanal|madeireiro|medicinal|ornamental,1.0,abelhas,zoocoria
518,Ormosia fastigiata,Tento,,Ormosia,Fabaceae,cerrado,florestal,cerradao|mata ciliar|mata seca|mata de galeria,ba|df|go|mg|ms|pr|rj|sp,cerrado: (ago-nov),"Colher os frutos diretamente da árvore quando iniciarem a abertura espontanea. Em seguida os frutos devem ser levados ao sol para completar a abertura e liberação das sementes. As sementes que se separarem naturalmente do fruto, podem ser recolhidas diretamente do solo. Escarificar as sementes e semeá-las em canteiros ou diretamente em recipientes individuais.",2.0,t3,0.0,0.85,Tempo indeterminado em câmara fria.,1.0,1.0,2.0,diversidade,0.0,p3,arvore,cerrado: (jul-ago),cerrado: (ago-nov),artesanal|madeireiro|ornamental,0.0,abelhas,zoocoria
